relationship_element_id,type,start_node_element_id,end_node_element_id,properties_json
"HAS_SOURCE|Custodian|custodian:phrn|SourceURL|https://www.phrn.org.au/,",HAS_SOURCE,Custodian|custodian:phrn,"SourceURL|https://www.phrn.org.au/,",{}
"HAS_SOURCE|Custodian|custodian:phrn|SourceURL|https://www.phrn.org.au/data/how-to-apply/,",HAS_SOURCE,Custodian|custodian:phrn,"SourceURL|https://www.phrn.org.au/data/how-to-apply/,",{}
HAS_SOURCE|Custodian|custodian:phrn|SourceURL|https://www.phrn.org.au/data/types-of-data/,HAS_SOURCE,Custodian|custodian:phrn,SourceURL|https://www.phrn.org.au/data/types-of-data/,{}
"HAS_SOURCE|Custodian|custodian:phrn|SourceURL|https://www.phrn.org.au/resources/online-application-system/,",HAS_SOURCE,Custodian|custodian:phrn,"SourceURL|https://www.phrn.org.au/resources/online-application-system/,",{}
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:birth-records|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:birth-records,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:hospital-admission-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:hospital-admission-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:prescription-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:prescription-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:medical-benefits-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:medical-benefits-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:aged-care-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:aged-care-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:disability-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:disability-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:child-development-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:child-development-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:child-protection-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:child-protection-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:justice-data|md,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:justice-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:birth-records|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:birth-records,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:hospital-admission-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:hospital-admission-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:prescription-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:prescription-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:medical-benefits-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:medical-benefits-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:aged-care-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:aged-care-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:disability-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:disability-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:child-development-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:child-development-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:child-protection-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:child-protection-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:phrn|Dataset|dataset:justice-data|csv,HAS_DATASET,Custodian|custodian:phrn,Dataset|dataset:justice-data,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:sure-secure-unified-research-environment|CustodianType|TRE,HAS_TYPE,Custodian|custodian:sure-secure-unified-research-environment,CustodianType|TRE,{}
HAS_TYPE|Custodian|custodian:sure-secure-unified-research-environment|CustodianType|SDE,HAS_TYPE,Custodian|custodian:sure-secure-unified-research-environment,CustodianType|SDE,{}
IN_JURISDICTION|Custodian|custodian:sure-secure-unified-research-environment|Jurisdiction|New South Wales,IN_JURISDICTION,Custodian|custodian:sure-secure-unified-research-environment,Jurisdiction|New South Wales,{}
IN_JURISDICTION|Custodian|custodian:sure-secure-unified-research-environment|Jurisdiction|Cross-jurisdictional,IN_JURISDICTION,Custodian|custodian:sure-secure-unified-research-environment,Jurisdiction|Cross-jurisdictional,{}
OFFERS_LINE|Custodian|custodian:sure-secure-unified-research-environment|ProcessLine|line:custodian:sure-secure-unified-research-environment,OFFERS_LINE,Custodian|custodian:sure-secure-unified-research-environment,ProcessLine|line:custodian:sure-secure-unified-research-environment,{}
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:1,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:2,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:3,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:4,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:4,"{""lane"": ""Custodian"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:5,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:5,"{""lane"": ""Custodian"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:6,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:6,"{""lane"": ""Researcher"", ""order"": 6}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:7,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:7,"{""lane"": ""Custodian"", ""order"": 7}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:8,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:8,"{""lane"": ""Researcher"", ""order"": 8}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:9,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:9,"{""lane"": ""Custodian"", ""order"": 9}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:10,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:10,"{""lane"": ""Custodian"", ""order"": 10}"
HAS_STEP|ProcessLine|line:custodian:sure-secure-unified-research-environment|PathwayStep|step:custodian:sure-secure-unified-research-environment:11,HAS_STEP,ProcessLine|line:custodian:sure-secure-unified-research-environment,PathwayStep|step:custodian:sure-secure-unified-research-environment:11,"{""lane"": ""Researcher"", ""order"": 11}"
"HAS_SOURCE|Custodian|custodian:sure-secure-unified-research-environment|SourceURL|https://www.aihw.gov.au/about-our-data/accessing-australian-government-data/dss-data,",HAS_SOURCE,Custodian|custodian:sure-secure-unified-research-environment,"SourceURL|https://www.aihw.gov.au/about-our-data/accessing-australian-government-data/dss-data,",{}
"HAS_SOURCE|Custodian|custodian:sure-secure-unified-research-environment|SourceURL|https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request/candle-program/how-to-access-the-candle-data/candle-data,",HAS_SOURCE,Custodian|custodian:sure-secure-unified-research-environment,"SourceURL|https://www.cancer.nsw.gov.au/research-and-data/cancer-data-and-statistics/data-available-on-request/candle-program/how-to-access-the-candle-data/candle-data,",{}
"HAS_SOURCE|Custodian|custodian:sure-secure-unified-research-environment|SourceURL|https://www.nhmrc.gov.au/publications/synopses/r39syn.htm,",HAS_SOURCE,Custodian|custodian:sure-secure-unified-research-environment,"SourceURL|https://www.nhmrc.gov.au/publications/synopses/r39syn.htm,",{}
HAS_SOURCE|Custodian|custodian:sure-secure-unified-research-environment|SourceURL|https://www.saxinstitute.org.au/solutions/45-and-up-study/use-the-45-and-up-study/data-and-technical-information/,HAS_SOURCE,Custodian|custodian:sure-secure-unified-research-environment,SourceURL|https://www.saxinstitute.org.au/solutions/45-and-up-study/use-the-45-and-up-study/data-and-technical-information/,{}
"HAS_SOURCE|Custodian|custodian:sure-secure-unified-research-environment|SourceURL|https://www.saxinstitute.org.au/solutions/sure/,",HAS_SOURCE,Custodian|custodian:sure-secure-unified-research-environment,"SourceURL|https://www.saxinstitute.org.au/solutions/sure/,",{}
"HAS_SOURCE|Custodian|custodian:sure-secure-unified-research-environment|SourceURL|https://www.saxinstitute.org.au/wp-content/uploads/20151010-Registration-information-for-SURE-virtual-project-V2.1.pdf,",HAS_SOURCE,Custodian|custodian:sure-secure-unified-research-environment,"SourceURL|https://www.saxinstitute.org.au/wp-content/uploads/20151010-Registration-information-for-SURE-virtual-project-V2.1.pdf,",{}
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:linked-health-data|md,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:linked-health-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:dss-data|md,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:dss-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:candle-data|md,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:candle-data,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:45-and-up-study|md,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:45-and-up-study,"{""source"": ""md""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:linked-health-data|csv,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:linked-health-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:dss-data|csv,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:dss-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:candle-data|csv,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:candle-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:sure-secure-unified-research-environment|Dataset|dataset:45-and-up-study|csv,HAS_DATASET,Custodian|custodian:sure-secure-unified-research-environment,Dataset|dataset:45-and-up-study,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:abs-datalab|CustodianType|TRE,HAS_TYPE,Custodian|custodian:abs-datalab,CustodianType|TRE,{}
HAS_TYPE|Custodian|custodian:abs-datalab|CustodianType|SDE,HAS_TYPE,Custodian|custodian:abs-datalab,CustodianType|SDE,{}
HAS_TYPE|Custodian|custodian:abs-datalab|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:abs-datalab,CustodianType|Commonwealth,{}
IN_JURISDICTION|Custodian|custodian:abs-datalab|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:abs-datalab,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:abs-datalab|ProcessLine|line:custodian:abs-datalab,OFFERS_LINE,Custodian|custodian:abs-datalab,ProcessLine|line:custodian:abs-datalab,{}
HAS_STEP|ProcessLine|line:custodian:abs-datalab|PathwayStep|step:custodian:abs-datalab:1,HAS_STEP,ProcessLine|line:custodian:abs-datalab,PathwayStep|step:custodian:abs-datalab:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:abs-datalab|PathwayStep|step:custodian:abs-datalab:2,HAS_STEP,ProcessLine|line:custodian:abs-datalab,PathwayStep|step:custodian:abs-datalab:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:abs-datalab|PathwayStep|step:custodian:abs-datalab:3,HAS_STEP,ProcessLine|line:custodian:abs-datalab,PathwayStep|step:custodian:abs-datalab:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:abs-datalab|PathwayStep|step:custodian:abs-datalab:4,HAS_STEP,ProcessLine|line:custodian:abs-datalab,PathwayStep|step:custodian:abs-datalab:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_SOURCE|Custodian|custodian:abs-datalab|SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder/datalab,HAS_SOURCE,Custodian|custodian:abs-datalab,SourceURL|https://www.abs.gov.au/statistics/microdata-tablebuilder/datalab,{}
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:census|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:census,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:health|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:health,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:education|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:education,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:labour-force|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:labour-force,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:aboriginal-and-torres-strait-islander-peoples|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:aboriginal-and-torres-strait-islander-peoples,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:migrants|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:migrants,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:crime|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:crime,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:business|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:business,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:disabilities-ageing-and-carers|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:disabilities-ageing-and-carers,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:abs-survey-results|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:abs-survey-results,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:administrative-data|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:administrative-data,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:abs-datalab|Dataset|dataset:integrated-datasets|csv,HAS_DATASET,Custodian|custodian:abs-datalab,Dataset|dataset:integrated-datasets,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:aihw-data-integration-services|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:aihw-data-integration-services,CustodianType|Commonwealth,{}
HAS_TYPE|Custodian|custodian:aihw-data-integration-services|CustodianType|TRE,HAS_TYPE,Custodian|custodian:aihw-data-integration-services,CustodianType|TRE,{}
HAS_TYPE|Custodian|custodian:aihw-data-integration-services|CustodianType|SDE,HAS_TYPE,Custodian|custodian:aihw-data-integration-services,CustodianType|SDE,{}
IN_JURISDICTION|Custodian|custodian:aihw-data-integration-services|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:aihw-data-integration-services,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:aihw-data-integration-services|ProcessLine|line:custodian:aihw-data-integration-services,OFFERS_LINE,Custodian|custodian:aihw-data-integration-services,ProcessLine|line:custodian:aihw-data-integration-services,{}
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:1,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:2,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:3,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:3,"{""lane"": ""Researcher"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:4,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:5,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:5,"{""lane"": ""Custodian"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:6,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:6,"{""lane"": ""Researcher"", ""order"": 6}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:7,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:7,"{""lane"": ""Custodian"", ""order"": 7}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:8,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:8,"{""lane"": ""Custodian"", ""order"": 8}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:9,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:9,"{""lane"": ""Researcher"", ""order"": 9}"
HAS_STEP|ProcessLine|line:custodian:aihw-data-integration-services|PathwayStep|step:custodian:aihw-data-integration-services:10,HAS_STEP,ProcessLine|line:custodian:aihw-data-integration-services,PathwayStep|step:custodian:aihw-data-integration-services:10,"{""lane"": ""Researcher"", ""order"": 10}"
"HAS_SOURCE|Custodian|custodian:aihw-data-integration-services|SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw,",HAS_SOURCE,Custodian|custodian:aihw-data-integration-services,"SourceURL|https://www.aihw.gov.au/about-our-data/accessing-data-through-the-aihw,",{}
HAS_SOURCE|Custodian|custodian:aihw-data-integration-services|SourceURL|https://www.aihw.gov.au/getmedia/09289a1a-494b-4521-8cb9-912f51ac8e95/ten-steps-to-linkage.pdf.aspx,HAS_SOURCE,Custodian|custodian:aihw-data-integration-services,SourceURL|https://www.aihw.gov.au/getmedia/09289a1a-494b-4521-8cb9-912f51ac8e95/ten-steps-to-linkage.pdf.aspx,{}
"HAS_SOURCE|Custodian|custodian:aihw-data-integration-services|SourceURL|https://www.aihw.gov.au/our-services/data-linkage/data-linkage-services,",HAS_SOURCE,Custodian|custodian:aihw-data-integration-services,"SourceURL|https://www.aihw.gov.au/our-services/data-linkage/data-linkage-services,",{}
HAS_DATASET|Custodian|custodian:aihw-data-integration-services|Dataset|dataset:national-bowel-cancer-screening-program|csv,HAS_DATASET,Custodian|custodian:aihw-data-integration-services,Dataset|dataset:national-bowel-cancer-screening-program,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:aihw-data-integration-services|Dataset|dataset:data-over-multiple-individual-occurrences|csv,HAS_DATASET,Custodian|custodian:aihw-data-integration-services,Dataset|dataset:data-over-multiple-individual-occurrences,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:aihw-data-integration-services|Dataset|dataset:medicare-benefits-schedule|csv,HAS_DATASET,Custodian|custodian:aihw-data-integration-services,Dataset|dataset:medicare-benefits-schedule,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:aihw-data-integration-services|Dataset|dataset:pharmaceutical-benefits-scheme|csv,HAS_DATASET,Custodian|custodian:aihw-data-integration-services,Dataset|dataset:pharmaceutical-benefits-scheme,"{""source"": ""csv""}"
HAS_DATASET|Custodian|custodian:aihw-data-integration-services|Dataset|dataset:aihw-data-collections|csv,HAS_DATASET,Custodian|custodian:aihw-data-integration-services,Dataset|dataset:aihw-data-collections,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:adha|CustodianType|Commonwealth,HAS_TYPE,Custodian|custodian:adha,CustodianType|Commonwealth,{}
IN_JURISDICTION|Custodian|custodian:adha|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:adha,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:adha|ProcessLine|line:custodian:adha,OFFERS_LINE,Custodian|custodian:adha,ProcessLine|line:custodian:adha,{}
HAS_STEP|ProcessLine|line:custodian:adha|PathwayStep|step:custodian:adha:1,HAS_STEP,ProcessLine|line:custodian:adha,PathwayStep|step:custodian:adha:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:adha|PathwayStep|step:custodian:adha:2,HAS_STEP,ProcessLine|line:custodian:adha,PathwayStep|step:custodian:adha:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:adha|PathwayStep|step:custodian:adha:3,HAS_STEP,ProcessLine|line:custodian:adha,PathwayStep|step:custodian:adha:3,"{""lane"": ""EthicsRegulatory"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:adha|PathwayStep|step:custodian:adha:4,HAS_STEP,ProcessLine|line:custodian:adha,PathwayStep|step:custodian:adha:4,"{""lane"": ""EthicsRegulatory"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:adha|PathwayStep|step:custodian:adha:5,HAS_STEP,ProcessLine|line:custodian:adha,PathwayStep|step:custodian:adha:5,"{""lane"": ""Custodian"", ""order"": 5}"
HAS_SOURCE|Custodian|custodian:adha|SourceURL|https://www.digitalhealth.gov.au/initiatives-and-programs/my-health-record/manage-your-record/privacy-and-access/secondary-use-of-data,HAS_SOURCE,Custodian|custodian:adha,SourceURL|https://www.digitalhealth.gov.au/initiatives-and-programs/my-health-record/manage-your-record/privacy-and-access/secondary-use-of-data,{}
HAS_DATASET|Custodian|custodian:adha|Dataset|dataset:my-health-record-data|csv,HAS_DATASET,Custodian|custodian:adha,Dataset|dataset:my-health-record-data,"{""source"": ""csv""}"
HAS_TYPE|Custodian|custodian:phn-cooperative-primary-health-insights|CustodianType|Private,HAS_TYPE,Custodian|custodian:phn-cooperative-primary-health-insights,CustodianType|Private,{}
HAS_TYPE|Custodian|custodian:phn-cooperative-primary-health-insights|CustodianType|NGO,HAS_TYPE,Custodian|custodian:phn-cooperative-primary-health-insights,CustodianType|NGO,{}
IN_JURISDICTION|Custodian|custodian:phn-cooperative-primary-health-insights|Jurisdiction|Commonwealth,IN_JURISDICTION,Custodian|custodian:phn-cooperative-primary-health-insights,Jurisdiction|Commonwealth,{}
OFFERS_LINE|Custodian|custodian:phn-cooperative-primary-health-insights|ProcessLine|line:custodian:phn-cooperative-primary-health-insights,OFFERS_LINE,Custodian|custodian:phn-cooperative-primary-health-insights,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,{}
HAS_STEP|ProcessLine|line:custodian:phn-cooperative-primary-health-insights|PathwayStep|step:custodian:phn-cooperative-primary-health-insights:1,HAS_STEP,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,PathwayStep|step:custodian:phn-cooperative-primary-health-insights:1,"{""lane"": ""Researcher"", ""order"": 1}"
HAS_STEP|ProcessLine|line:custodian:phn-cooperative-primary-health-insights|PathwayStep|step:custodian:phn-cooperative-primary-health-insights:2,HAS_STEP,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,PathwayStep|step:custodian:phn-cooperative-primary-health-insights:2,"{""lane"": ""Researcher"", ""order"": 2}"
HAS_STEP|ProcessLine|line:custodian:phn-cooperative-primary-health-insights|PathwayStep|step:custodian:phn-cooperative-primary-health-insights:3,HAS_STEP,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,PathwayStep|step:custodian:phn-cooperative-primary-health-insights:3,"{""lane"": ""EthicsRegulatory"", ""order"": 3}"
HAS_STEP|ProcessLine|line:custodian:phn-cooperative-primary-health-insights|PathwayStep|step:custodian:phn-cooperative-primary-health-insights:4,HAS_STEP,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,PathwayStep|step:custodian:phn-cooperative-primary-health-insights:4,"{""lane"": ""Researcher"", ""order"": 4}"
HAS_STEP|ProcessLine|line:custodian:phn-cooperative-primary-health-insights|PathwayStep|step:custodian:phn-cooperative-primary-health-insights:5,HAS_STEP,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,PathwayStep|step:custodian:phn-cooperative-primary-health-insights:5,"{""lane"": ""Researcher"", ""order"": 5}"
HAS_STEP|ProcessLine|line:custodian:phn-cooperative-primary-health-insights|PathwayStep|step:custodian:phn-cooperative-primary-health-insights:6,HAS_STEP,ProcessLine|line:custodian:phn-cooperative-primary-health-insights,PathwayStep|step:custodian:phn-cooperative-primary-health-insights:6,"{""lane"": ""Custodian"", ""order"": 6}"
"HAS_SOURCE|Custodian|custodian:phn-cooperative-primary-health-insights|SourceURL|https://phinsights.squarespace.com/s/PHNs-National-Data-Governance-Policy.pdf,",HAS_SOURCE,Custodian|custodian:phn-cooperative-primary-health-insights,"SourceURL|https://phinsights.squarespace.com/s/PHNs-National-Data-Governance-Policy.pdf,",{}
